Comment,Author,AuthorChannelId,LikeCount
"Anak Abah sakit hati Lihat ini,...
Sakit tak terlihat tp sakit🤣🤣🤣🤣
IKN jaya Nusantara",@TunggulAmetung-e5f,UCtc_f-vJyBrGucvdnn-f_Pw,0
"intinya semua hal akan dianggap buruk dimata PEMBENCI . 
dan sebaliknya semua hal akan dianggap bagus dimata pendukung yg membenci lainnya.

(penyakit dengki)",@KriyaStory,UCEGU8El0pQvj36xkFlKF42g,1
Comment lucu lucu keren abis yaah semangat IKN,@siantiyanti2976,UCJeE98JKwZZdDMobsZHohNA,0
Ibukota baru😊,@ManceLatukau,UCWdMqBNGOe4vCu0aCThV2JA,0
Berapa kamu di bayar,@madesomedana2875,UCy0aKcTVFqVo7zsp7Zfn9hQ,0
Lah terus knp asn g jd pindah??,@tataagussalam6515,UCBNHaaGrDk8Jn8__INmYZkg,0
Mantap❤❤❤,@kidunghati7689,UCwOspuHufQ3Ub3MfNy50FtA,0
Walau AQ hanya seorang  TKW AQ pernh nginap di hotel bintang 7😂😂😂 kpn kpn berkunjung k IKN guys mudah an sehat panjng umur bisa jaln jln k IKN 🎉🎉 amiiiin,@siantiyanti2976,UCJeE98JKwZZdDMobsZHohNA,0
"Top bangetmas andi ni aku orang sragen yang tinggal di banjarmasin IKN CEPET DAN LUAR BIASA, sam buat pak prabowo LANJUTKAN",@Yayong-h7y,UC86zG-AHq1VVIoOZTPtlJPQ,0
"30jutaan satu malam...  nice...
btw alfamart indomaretnya dimana ya? trus kalau mau ke atm dimana? apa ada warteg untuk orang yang kerja disana cari makan",@DH-gg7ew,UC5pM-GZyP0AwXJtg-KPqVbg,0
Pokokya ikn mantab lanjutkan sampe selesai❤,@renosaputra5267,UCO6hr8iNPXK7_Ssrr1T1VWg,0
Teruskan ceritamu kawan,@ramlirobert4229,UCPbJQPZaSgqwdY8s2dDR56A,0
"Tapi kasian pekerjanya Bnyak yg ditipu ,,,,",@yonjaiz2436,UCeYwOilCxW7e8lIXkIbqc_g,0
Gw mau pindah kesana 😅,@saefuddincemi7399,UCAgT8mNEOYQP0fSn5j_wZbA,0
Kegeden ki opo to kang,@SUWUNG99,UCE6kUkNwlEuNC5n_2FNsxCw,0
"Ini nyata real ,,,,hanya orang orang yg pembenci pemerintah dan pembenci Jokowi yg selalu menyebarkan berita hoax ikn mangkrak,,,",@Edih-qk9ew,UCTi4FJYZb5D5-2vZukAqU3Q,0
Bila tidak lajut kita balik arah yg faham aja,@G_clothingproject,UCYJ1fsX2t6CZG8lr8GIRLmQ,0
Seharusnya bangga karna ini lah hasil dari bangsa indonesia.. bukan dr peninggalan Belanda.. mntap ikn,@RobikBik,UCVI2cKIlj0-Oed3fjEjfbAQ,0
Keadaan pembangunan di IKN..bukannya mangrak tetapi berjalan sesuai dengan pemerintahan bp Prabowo...karena pembangunannya dibutuhkan jangka waktu panjang...,@suyatnosabran7163,UCVDzHe_IZ-RzWmFUivhtjcg,0
Sultan Dubai dan konglomerat cina sudah berduyun duyung investasi kah??,@stevebat3608,UCJNsmOZ-1YnPShJQOf1xWMA,0
"sangat mendukung, semoga kagk bakalan mangkrak, amin, wajah ibukota indonesia di masa depan",@doctor_ali200,UCV2UAoeKzVfzVz_oWTb442Q,0
yg bilang mangkrak para kaum sakit ht,@wagutv726,UCevYm5vFYsTUOVuVhLGCDvA,0
Ngorte seng beneh ..monyong tuh bungut cai..!!,@setyawatikeshia5816,UCaHeLLXTYq25ZwAVq86SSSw,0
Konten drama ancok,@BagusPrakoso-f2z,UCdpBOfoDNz5tAuXFREHrctw,0
Kka gmes masyaallah ❤,@dindalily4928,UCGh_RwX86cga8q5gYfX8gJA,0
Assalamualaikum salam Mas Andy ok ya d kabarkan semangat ok,@diyahwinarti242,UCb09hWwaeuAViZ6N_0xLKRw,0
MasyaAlloh BarokaAllah Aamiin ❤❤❤,@dindalily4928,UCGh_RwX86cga8q5gYfX8gJA,0
IKN itu potensi banget dan menjanjikan bagi kalangan Bisnis. Urusan jadi atau tidak sebagai Ibukota itu urusan politik. Tanahnya masih luas untuk dikembangkan. Ayo Dukung IKN sebagai Kota Masa Depan💪💪🌹,@bambangwijanarko2603,UCmqbAWH2s4hmmXxaOTOZWHw,2
The best Indonesian Nusantara trcinta ❤❤❤❤,@dindalily4928,UCGh_RwX86cga8q5gYfX8gJA,0
Gathel,@WongTani-l6l,UCcw1-GD67AEDZB56PLPr5jg,0
Joss mantap lnjutkan utk ikn,@Khoirudin-no7pl,UCKTfzmsAtNki-m4hPCVAtWw,0
MasyaAlloh BarokaAllah Aamiin ❤❤❤❤,@dindalily4928,UCGh_RwX86cga8q5gYfX8gJA,0
Sebelum dilanjut bayar dulu pengusaha lokal yg mensuplay buat pembangunan ikn,@OrisYuana,UC-wTfNmAiw-fE2nBcTbKnjQ,0
memang istimewah IKN semoga cempet rampung dan langsung pindah Pemerintahan ke IKN amiin,@totoksitti2017,UCvQMuz7RIkKfSMeGNrmcWRQ,0
Istana negara matamu km coba di luar,@dannyfirman3423,UCZ-dihzBDTnJUHedBn-TDpA,0
"Titip  yah diurus tuh ikn.. terserah mau dari masyarakat  Kalimantan  yg bangun atau Dari Angaran APBN duit rakyat asalnya,..biar tidak mamgkrak..",@muryantomuryanto8728,UC1U5tV5r0b5oH29K-onz5XQ,0
"Rakyat tdk butuh ikn mewah, yg dibutuhkan rakyat itu pemimpin yg mementingkan rakyat dan negara, rakyat butuh cari kerja mudah dan ekonomi yg berkeadilan.
Percuma ikn mewah namun rakyat dan negaranya tdk maju.
IKN BLEGEDHES",@suhartotarub5863,UCjEIuYdG79uU1A3F81hZcnw,0
Mau mangkrak mau ngk terserah..yg jelas pembangunannya membebankan rakyat infonesia,@unibelsport514,UCF6zlpU4GHj5XLykjP8SSTA,0
"Banyak kontraktor yg gak di bayar,proyek ambisius,bunga yg ngambil dari malang juga nda di bayar",@alf4tieh213,UC8gYjxF2dRFzPPdxAyHtXkA,0
Bayarannya pasti Miliyaran nih,@ririn3007,UCHDCebwtdNepmj0lYnCWfkA,0
"Teman saya bekerja di IKN  dan hampir setiap hari dia selalu pamer pekerjaannya itu 😂. Apa lagi pas malem hari lampunya nyentrong dan buagussss bangetttt, saya jadi pengen pergi ke sana sama suami saya 😍😍",@InggitAyu_,UC8I47A1WUCfJ5Mk0xd8r1lQ,0
emang kamu itu siapa...????? ngga jelassss....!!!!,@bangunsudjati4395,UCpvd89xMIAy5ySW2v43Ycbw,1
Ikn jalan  terus,@sultan-m8w9g,UClN6rGif0c38-xLUukSojBA,0
Suruboyo cak,@SuebAlfianto,UCRJxcVbS-lHrGyBeeB2wTMQ,0
"𝐾𝑜𝑛𝑡𝑒𝑛 𝑎𝑝𝑎 𝑖𝑛𝑖,,𝑚𝑒𝑚𝑎𝑛𝑐𝑖𝑛𝑔 𝑘𝑒𝑟𝑖𝑏𝑢𝑡𝑎𝑛..,𝑜𝑟𝑎𝑛𝑔 𝑘𝑒𝑐𝑖𝑙 𝑚𝑒𝑛𝑑𝑖𝑛𝑔𝑎𝑛 𝑔𝑘 𝑢𝑠𝑎ℎ 𝑦𝑔  𝑛𝑒𝑘𝑜2𝑥 𝐶𝑚 𝑝𝑒𝑛𝑔𝑒𝑛 𝑣𝑖𝑟𝑎𝑙 𝑑𝑎𝑛 𝑡𝑒𝑟𝑐𝑒𝑚𝑎𝑟 𝑠𝑎𝑗𝑎 ..𝑎𝑑𝑢ℎℎℎ..𝑏𝑖𝑘𝑖𝑛 𝑟𝑒𝑝𝑜𝑡",@bayuanabayu6763,UCUY6dne6UHyzRhitH66WvXg,0
❤❤❤❤❤,@racunmamavivi9,UC5Aj8ym9SLMYIXTJiLs5G2g,0
"Yang mangkrak itu Roki G, tak laku lakuuu, amin rengis mangkrak tak bisa masuk jabatan karna sudah jadi kakek peeyooooooot",@agungsaputra8041,UCeBq3bbV-DQ_MPSSH4IqjiA,0
"Roky gerung suruh kesitu....biar matanya lihat,....",@SaiinKaranganyar,UCzgnkXX8tOblgqFZT714tbg,0
Konten penjilat ..,@afandiguru2944,UCHPBbx7rbVTs6VduZPVgniA,0
"Kalaupun pindah semoga cepat selesai dan menjadi terbaik bagi bangsa dan negara lndonesia,aamiin",@abdulkodirspdmm-bh7sq,UCVs3N_6OR1Jx5-u4WMZ9O1Q,0
"Dibayar piro arek iku, koar2 ngalor ngidul",@hedisupriyanto7087,UCbFukEl5dYPsJeEZzYoPd7g,0
@Amin Rais tua bangka bau tanah yang selalu penyebar Hoax,@tuakbeer4361,UC_m3jsHH2qnUNQKyGdmRqPw,0
Mulut penjilat,@pakpartono9811,UCFwtSXAIgx4lnNPfree4eEQ,0
"Menginap 35jt/ sehari, karena capek perjalanan begitu masuk trus tiduran kebablasan sampai waktunya habis..😂😂😂",@YantoSolo-j9t,UCCinNj2T0qUsx2tYwme4UvQ,0
Suara sekuriti atau apa itu nyrimpungi,@musicFCofficial,UCaB3BgIiShUwesx1tSpNt5Q,0
Serius nanya ibu kota negara kita sekarang DKI Jakarta apa IKN karena DKI sudah menjadi DKJ,@wahyuakbar4534,UCse692WIkQpQUrQvemqrorg,0
Semoga sukses betah PNS nya mentri2nya presiden nya. Semua nya sehat2 sll lihat Vidio ini saya mau k sana IKN.tp apa daya ga punya ongkos nya he he.mklm orang kcl cuma pensiunan,@CucuKaryani-oh8sr,UCLGHy4MbK_QJhC9PSFA8seA,0
IKN itu utk apa Mas????,@asriantoasrianto7708,UCeq9zl0su5XqnySLfBZ1zUA,0
Para pmbnci nggk suka indonesia maju pingin kayak yaman negra trmiskin di asia..😂😂😂,@kasbuanto7300,UCk79QN1PiK-aeb4zPLLv0Mg,0
"Sampian ngomong mas, kilo matamu cilek no seng nyocot lek ikan ,mangkra Krak matamu lek no ojok nyocot sampian Muni ngono mas",@marsudi8769,UC3pk2vXoYGXZuPnw3w-kemQ,0
Besuk ku mau ke ikn,@AlexArifin-u1h,UCU0uzj5fEYzLC0CqWRPopOA,0
😂😅😂awas ntar kaget KLO Ternyata mangkrak deh...😅😅kayak gas elpiji 3 kg dijual 20 ribu Menkeu kaget ..😅😂,@azismaulana9310,UCG18jnOHSNcxdu6orq_MMdg,1
"Pertanggal 8 atau 9 anggaran IKN di blokir .
Lu upload 5 hari yg lalu sebelumnya.
Gimana??
Kini IKN akan menjadi IK -END !!
Selamat ya pagi SPG nya Mulyono.
Carilah rezeki yg barokah
Dan jangan NGIMPI !!😂😂😂😂",@DEBYSATRIAA,UCZxl27hEafMKpDaQC2n3u6w,1
Bapak Persidenku bangun terus demi kemajuan bangsa rakyat butuh pekerjaan agar tidak ke negara tetangga,@sritohiroh2829,UCyXGbzAD3nCBnTTTlMf-m6A,0
"Pembangunan IKN tetap lancar ,tetangga saya juga ada yang kerja disana",@dinamufidah7171,UCb5a20SSRgl498ImTUZmPlw,0
Yah namanya juga influenser 😂😂😂😂,@DavitSony,UCt6y0oFUYeXMHN31bzdEQug,1
pasti mangkrak orang smw hasil ngutang 😂😂😂,@daruswilliam7001,UCZPVTSdzpm-yr7XqngxGx8w,1
Biarin aja mangkrak .,@SitiArfiah-z3z,UC9CSvCKR25tmpdAz-j6augA,0
Tinggal utk. U saja,@SomiMi-pj6tv,UC48REcQ2qu8Vd9WpAteDtBA,0
"GAK MANGKRAK, TAPI ALIRAN DANA BUAT 2025, IKN UDAH DI BLOKIR KATA MENTERI PU😂",@Jasjusflavorofwine,UCnElHiDd0s12P1bApyu4sRg,1
sing gelem dang budal kesana.saya kira akan lebih sulit lagi hidupnya.,@ryezoff3971,UC3XI2m3t862Z5hQEk6JVV9w,0
"Ubur ubur ikan lele..
Yg bilang mangkrak sakit hati Lee...",@nunxwarsinah8006,UC9tRvLKKZfK_dKbNb-Nop5w,0
Lagian heran banget sama orang2 Indonesia yg berharap IKN mangkrak...hrsnya didoakan biar lancar dan bisa jd kebanggaan Indonesia..,@yiyinyien5944,UCrU197aktS8kgkZMXppzYHA,0
"IKN ini harus tetap dirampungkan kalau dimangkrakkan ,apa tidak malu sama negara tetangga kita ?,singapore,malaysia..dan pasti mereka akan menertawakan dan mengejek kita",@irmansyur7290,UCO-IIves5XzP1pDyyFPIVcA,0
Selamat menghibur diri ya wahai pendukung IKN😅,@tomysetiawan232,UCWlH4LWkHX3VIZojfKfxR1Q,1
"Semangat ko Saya suka lihat vedio koko dengan mama koko Dan sekarang vedio di ikn terimah kasih
Salam dari pejuang devisa do. Singapore
Sukses slalu buat koko Dan keluarga Dan mama ter cinta nya 🙏🙏🙏",@khoirulummah7520,UCw2Kxbi1d-cvh1vij4l1Ojg,2
"Sebenarx yg bilang ikn mangkrak adalah pendukung si Abah si tukang omon"" dan pembenci pakde jokowi sama pembenci pak prabowo",@Ihsan-j2u,UCpyB5kCvN1BF-EOftiOvQ5g,0
"Mantap  ikn...berkat  Bapak
Lokowi.",@ipahipah1989,UCZscBjvIZoo9ZSayeC-ePUA,0
"Ya dlu di bayar sih, yg jls mangkrak alias bangkrut.",@MacanLapar-k6c,UCZ5LetZaRuWd8jDEqOFtq5A,1
"Tu Mbah Amin Rais ,di kasih tau,katanya mangkrak Krak, paktanya  keren lanjut d kerjakan👍",@jokopurwantosukinah3578,UCPrRd-_mp3SDayxkxbVrdJw,0
Sengkuni rais & rocky gerandong sekali2 diajak ke IKN bro...cangkeme wong loro iku ben ora nyocot ae...sepurane bahasaku rodok alus ki.🤣🤣🤣,@JhonWick-x7g,UChfNnzLGb3mYU_ZadNbCXFA,0
"Teman saya kerja di sana kerja dua hari libur tiga hari.
Tu terusan""",@abdullrohman604,UC6DzPnv-1TwjBRof2zcu7dQ,0
Sudah jadi sarang koruptor,@SayaYa-w6g,UCJZz4RUqsYoMPWEPkMaF_fA,1
Trs yg mau bayar siapa bang,@parisparis0285,UC3mut23OqvbZxtq3ewYrZbg,0
"Blegedes satu kamar 35jt wong sugih seng nikmati ancur Indonesia,,,",@ahmadsobirin3105,UCiAUrHbHHnUtua8cSCNpimw,1
"Alhmdlh dengan hadirnya vidio ini, kami merasa tenang dan bahagia kalau ikn berjln terus,  ok terimakasih dulurku arek suroboyo,,maju terus chanelmu rek.  Madiun hadir",@KusnadiAlfa,UCto89R3glEB9_T2ALSualgA,7
"Pekanbaru ada kantor wali kota yg sudah beroperasi tapi tidak punya tanggungan hutang,,,",@ahmadsobirin3105,UCiAUrHbHHnUtua8cSCNpimw,0
Proyek ngelindur mulyono,@jemieart7316,UC84ScMjXM4POBjKoQADulbg,2
Jawa2 otak 58% nongkrong di sini..,@toniwidia5370,UCkVWe3yn01TulSxjeCgaQtg,1
Orangnya aguan.,@handayaniek5905,UCGoKJxnsh-B1E79Dxr0UDiQ,1
Para pekerja ny org mna bang ..apkah bnyak org asli kaltim,@ryaf3131,UCPJ6wLDsPCV7_3rT2m9-OUA,0
Nanti pasti d katain buzzer min sm pendukung sebelah,@PyaDI_google,UCQto4OsCjsVkomeSV4wSbRg,0
"Masih bnyak sekolah2 , jembatan2 dan jalan2 yg msh perlu pembangunan dan perbaikan...... Ehhh malah bangun IKN... Proyek beban Negara.... Trll ada yg msh lebih penting.. Bro",@miftahfaridz3012,UCkUjDSLzC0kPWk8tv0zCb5A,1
Mari kita doakan semoga ikn mangkrak agar uang rakyat dipakai rakyat tidak disalahkan gunakan jokoplongo,@unikuwunikuw2677,UCq7p_IHw-SVBRKCnVDmS_VA,3
"Rasa Nasionalisme saya mendidih.....Jayalah bangsaku,Kita bangsa Besar...cukup 80 tahun menerima istana warisan Belanda buktikan pada dunia bahwa sebenarnya kita mampu.......💪💪💪🔥🔥🔥",@x-gennation1266,UCl7qy3wuYSRaT8eqTCGJnSQ,0
Ini mas bukan sekedar membangun tapi yg dipermasalahkan dana pembangunannya yg simpang siur..dulu dibilang didanai oleh swasta tapi kenyataannya menyedot APBN..itu yg membuat proyek IKN ini menjadi tanda tanya tentang kelanjutannya...,@ResnoHardi,UCvwkLGaZZhRaEslUyg3jVNg,2
"Buat apa IKN bro ? brisik gak guna. 😊 rakyat lagi susah, gak mikir kalau uang sebanyak itu buat buka lapangan kerja....",@langkahmumembawaberkah973,UCpkoJBn7CV4vVl4eU0phQXg,1
Saya nggak heran seperti di daerah kalau mau ada kunjungan : persiapannya begitu masif yang nggak ada dibikin ada disiapkan biar kelihatan bagus tapi rakyatlah yang dibikin susah .yang punya nama pejabat yang sengsara rakyat.,@ruswanto9103,UCv5sFqDYWSZmGvrXWJCjCoA,8
Yang omong sopo Buser sono ya.,@ekosusanto7836,UCxh0-xzO1BrJMsiF_sl3u-A,0
"Kalau hantu raksasa itu tidak di buang di buka tak bisa jadi hantu taksasa di belakang istana itu ngeri seram malam"" 😂😂😂",@kacasuper3603,UCTy_mya6ypbR3HtWxAsvQgA,0
IKN pasti mangkrak .itu kata amin  raiso.,@GavnLyord,UCCE2RLHS5k16gBEUGJuLLQQ,0
PROPINSI CINA SELATAN,@haryonohuwae,UCQcsW8w1wFsr2xmrpLBw3wg,1
"Sekolah PAUD, RA/TK, ruang bermain outdoor, dll lokasinya dimana ?
Harus naik mobil berangkatnya ?",@asyifadjahir107,UCJ7h5ZNN1OfS7jd7ey647Fg,0
Ada hantu raksasa hitam di belakan istana takut 😱😱😱 apalagi malam,@kacasuper3603,UCTy_mya6ypbR3HtWxAsvQgA,1
"saya tidak ada menghasut atau apa , entah kontraktor /subkon ataupun pemerintahnya, kerja di situ bagian instalasi listrik , gajian separo separo, yg paling sering si gajinya telat terus . itu ajah yg mau saya sampaikan",@Antonio_Official21,UCPGYYXeeQyJtE85yGL5Prqg,0
"Pembangunan jalan terus mmg tidak mangkrak secara anggaran ke sana biar lancar, tapi sementara tutup ia😂😂😂",@bundatigasaudara4500,UCybGoUnzV7B25To_8ItFSyQ,0
"Yong Motor balikpapan sama Yonk Jaya Motor Bandung , sama ga koh ?😊",@ATAPORGANIK1502DKS,UCjZaKidVtfVqUE05JQ8scPg,0
"JILAT SAJA!!! Bukan soal IKN, tp soal menghabisin APBN san penuh tipu2 dalam pembangunan. GOBLOK!!!",@samsulhady8195,UCc_Or4oxwX46UZUjsNBWAVg,0
"Hotelnya sepi, kantor Mentri belum jadi, pekerja kasar sedikit, rupanya anggaran tidak cukup, investor nggk lanjutin, kemungkinan pekerjanya nggk kebayar, jadi pada bubar barisan",@ranggawibawa6545,UC09vx9825olt8GyHAZOLmXQ,0
Alhamdhulilah jika pembangunan di ikan masih berjalan,@RonalOnay-h6n,UCF3qwNmLW7HJI_-Zx_uviXg,0
"Semua juga ada proses , tol,,,,kalian jangan percaya orang yg dengki sama Jokowi,",@KhairaniKasih,UCflrKPK44tNHJryjpZCirjw,0
Keren IKN👍👍,@melkymumu,UCxs96UmnXMU-o-8rVTbA8eQ,0
Pohon lindungnya yg ada buahnya kaya di jerman,@padekaryono8159,UCvz1cz3LeB1y1LHzlUcFWtw,0
Padahal ssya pilih predident sby dua kali jokowi dua kali prabowo satu kali tetep aku miskin,@suhendrohendro3253,UCMU-hY94nR_ozS1bzaIA82A,0
"Pembangunan IKN terus dikebut dan tidak akan berhenti, biarpun anggaran dari APBN diperkecil Pembangunan IKN tetap terus berlanjut, anggaran tidak cuma dari APBN dari Swasta jumlahnya juga banyak.",@DoyoHartono-fe7ix,UCHTVIP03_8w-OddrmzGnlvg,0
Memang jokowi luar biasa yg nyinyir pinternya korupsi makan uang rakyat,@suhendrohendro3253,UCMU-hY94nR_ozS1bzaIA82A,0
Mantappppp,@MahasuriChandramaya,UC9iTvCTupVgacTo19tU-Jfg,0
"Barisan sakit Hati 16% dan 22% persen yg selalu mengoreng isu mangkrak lah utanglah,..kasian mereka sakitnya berlanjut tapi tidak bisa ke dokter",@asepsaepulohbrew934,UCZyEo9WEt8lccytBo-cIvuw,0
Saya pendukung dia kali jokowi satu kali prabowo,@suhendrohendro3253,UCMU-hY94nR_ozS1bzaIA82A,0
Prabowo gibran harus dia kali semoga gibran jadi presiden,@suhendrohendro3253,UCMU-hY94nR_ozS1bzaIA82A,0
Yg nyinyir modar,@suhendrohendro3253,UCMU-hY94nR_ozS1bzaIA82A,0
Ini baru presiden gak memperkaya diri sendiri jos jokowi semoga pak prabowo gantinya,@suhendrohendro3253,UCMU-hY94nR_ozS1bzaIA82A,0
"Kok kaya org kampung lo, baru liat yg bagus gitu. lebay, gaya lu berserak tapi...., nginap ngak di sana? jgn hanya shoting aja, rugi yg punya hotel, minimal ngopi kek.",@newsupdated23,UCdVPOiHiPo99tLwBD2gDtKA,0
"Yoowisss karepmu wae sing tinggal nengkono 😂😂😂
Aku weesss emohhh😅😅",@syasyaaghniaputri1407,UCUz6tS3SgG0W6DOtJatxfeg,0
IKN maju❤❤❤❤,@berotoza-nu3db,UCCiA_WOteXM_uLLzBSy0fEQ,0
Klu saya rakyat dulu biar makmur baru yg lain,@RojaKlender,UCHHYeO5_PHROb-pbGakpkZw,1
IKN kebanggan bangsa❤❤❤❤,@berotoza-nu3db,UCCiA_WOteXM_uLLzBSy0fEQ,0
Keren cakkk.... Dak jauh dari mm ely😅😅😅😅lanjutkan berkonten❤❤❤❤❤😂,@madely6100,UCYQH6R0JNYxXB73CLfU33cg,1
Trendingkan,@dadangsaja5107,UCt5WvAYv4supJartwm5lCFA,0
Semoga pk prabowo gibran dan pk Jokowi sekeluarga slalu sehat pnjg umur dan slu dlm lindungan Allah Swt aamiin aamiin ya robbal'alamiin ❤❤,@ipahcrown5450,UCxAl4cdaLNek1kqMU4CvsQg,0
Semoga Alloh SWT melindungi Keluarga Jokowi terbaik,@supriyonokec7614,UCc5KYe48DgS800qJHMS3Fdw,0
"KREN HABIS, TERIMA KASIH PAK JOKOWI...!!!, SUDAH MEMBANGUN IBU KOTA BARU IKN, 
SEKALI LAGI TERIMA KASIH SEBESAR BESARNYA, JASAMU AKAN SLALU KAMI KENANG.",@ImadeMeta,UC77AXfNSv08RQXXbhetuRGg,0
"Sampai pernah saya bayangkan, andai ikn mangkrak karena dana, maka rakyat yg cinta ikn akan urunan, anggap rakyat infes saja. Dan saya peserta urunan pertama.",@lengger4424,UCu4otkfJMyV9d58BsasV4PA,0
"waktu yg akan membuktikan, omongan siapa yg benar.",@rodiahrodiah-h6f,UCGTOjvsc1uHVvR2-26z-Diw,0
Nyatanya skarang dsnanya sudah diblokir.... apa yg dibanggakan,@AndiRahman96,UCXuH6BpfFs7rDASu3AlTI-Q,0
Yg bilang IKN mangkrak adalah golongan batere lowbat 16% ama anak abah yg ga Terima kalah pilpres,@omahkedungkandang8762,UC2Aa-tumwxwH2KybcZbTSBA,0
Ndasmu ketok😂,@AnggikanggikKurnia,UCFzNMv4CJ5RsELPoYvud5rg,0
"Suwun yo mas,goro2 channelmu aq iso weruh IKN sedetail iki",@sisyajha6369,UCf4kojS0xWtt1pE-OzR174Q,0
Abah amin rais ajak jalan2 ke sini biar tau ajak nginep di hotel'nya.,@Rahmakania,UCzTUFD6jV_WMus0kBurZVxA,0
Apapun yg dilakukan pasti bagus menurut antek2nya,@AbahRudin-p4l,UCjtA7mVc1Kh3s0oD5DOKHSQ,0
"DUGAAN SAYA NANTINYA TIDAK MANGKRAK TETAPI TIDAK LAKU BERHUBUNG PAGAR LAUT YG TERSEBAR DI SELURUH INDONESIA SUDAH TERBONGKAR.
DUGAAN SAYA PRESIDEN KITA YANG SEKARANG SUDAH TIDAK MAU MELANJUTKAN.",@rebeccanovala,UCHaIoaLHKOsG1tLTrYFqRkg,0
"Koq aneh ya selama ini yang DIGEMBARGEMBORKAN selalu saja seperti hanya mangkrak atau tidak..

Yang ditonjolkan teruss kq hanya selalu dengan mnggebugebu diberitakan sisi² yang mewah² Dan maaf hal² yang eksklusif mahal² .. semua ini mnurut sy malah hal² yang menakutkan/ mengerikan bagi warga² masyarakat diluar (selain Kalimantan) yg ekonominya pertengahan (middle income) yang mau melirik untuk tinggal disitu.. SAYAANG SEKALIiiiii... 
 Jadi TIDAK / BELUM PERNAH ditampilkan hal² pengembangan atau penyediaan fasiltas tempat tinggal/ perumahan bagi rakyat menengah kebawah seperti pengembangan² perumahan ditempat² lain APA MEMANG disengaja tidak mnonjolkan fasilitas² perumahan untuk masyarakat UMUM menengah ke bawah? Seperti perumahan KPR BTN DLL. 

Saya rasa bngsa ini , apalagi di dimasa presiden Pak Prabowo yg mementingkan rakyat menengah kebawah selalu memperhatikan masyrakat ekonomi bawah.

Coba deh!!  mulai sekarang ditunjukkan juga hal² fasilitas umum bagi warga² masyarakat menengah bawah AGAAR menarik juga bagi warga,/ masyarakat yng mau ber eksodus, bertinggal rame² atau berkeinginan ber ""transmigrasi"" swadaya dari P Jawa ke DAERAH YANG DISEBUT IKN ini. 
Buat apa ditunjukkan selalu hal² yng wuaah, mewaah dibangun kantor² penting hotel² mewaah yg dibangun oleh... investor² asing.... tetapi untuk buat menampung warga kecil menengah TIDAK/ PERNAH? DIPROMOSIKAN ... jadinya rakyat diluar hanya menilai.. oooo barangkali seperti ingin bener KAMUFLASE SAJA, mohoon maaf bukan anti tetapi memberi tau saja.

Coba kalo fasilitas² seperti prumahan² rakyat dari BTN / KPR² lain dibangun besat²an juga seperti prkampungan / komunitas² BARU YANG DICIPTAKAN juga ada, bukan hanya rumah² flat YANG ADA  dimana² untuk ASN² saja yg ditampilkan ... tetapi juga masyarakat bisnis menengah kebawah seperti pengusaha² UKM/UMKM YANG PASTINYA *JAUH LEBIH BANYAK* DAN *MEMBAWA DAMPAK PEREKONOMIAN* YANG JAUH LEBIH LUAAS!! YANG MENGALIR DARI BAWAH KEATAS DAN AKAN MENGALIR TERUUS  .. ituu menurut saya lebih MENARIĶ BAGI PENDUDUK WARGA MASYARAKAT YG DI p Jawa Yg bnyak barangkali merasa 'SUMPEK' dan ingin mnvari hawa udara BARU ada alternatif lain MENCOBA CARI HIDUP DAN TINGGAL Di daerah YANG ""MUNGKIN DI Sekitar IKN"". ADANYA.
Oke trimkasih sekian pandangan lain (masyarakat luar IKN)",@harrypurnomo2762,UCECang7i1mSsGThr57y5a9Q,0
"Ini konten bayaran.. Kon disangoni Jokowi piro?? IKN merusak lingkungan Hidup.. Dan APBN di korup... 

Kamu. Anak muda mendukung ide buruk korup Jokowi... Geblek.. Kon akan dicatat sejarah sebagai pendukung koruptor.. Catat... 

Orang muda keblinger..",@catatansuga1998,UCEukTntSkmMzakFYmTNzPVg,0
Sing nginep sopo? Jin?,@NurArifin-r1u,UCdaqrsuryuJc2SA9bVF6H3w,0
"APBN belum di sahkan, itu yang di gunakan kan anggaran yang dulu.....pintar sedikit bang . Pasti tamunya banyak di sana ya,wong hotel sudah beroperasi. Bule bulenya berseliweran....",@gederenata5015,UCKJD0cSTECj4IqIX10oxLug,0
Tipikal yg tinggal di jawa khususnya jabodetabek pasti gak suka ada penvangunan di luar jawa.. apalgi jika berwujud ibukota bakal di pindah..,@keretadia,UCa25oZc42oMZ6XCPs1pj8mA,0
"Menyenangkan para yang Nyir nyir.
IKN ITU proyek negara, Jakarta diprediksi 40% tenggelam 2030 jadi pemerintah sudah siap kan ibu kota",@djalilharyono,UCi_2gaN01E2nBrh1ltNPcjg,0
Hanya Anis yaman sama pendukung nya yg bilang mangkrak,@tkwdiluarnegri2848,UCC_sOK1Mb8VXDlGtjGsXZfw,0
"ngakak ngomen motor xeon yg masukk..
Lahhh itu pekerjaaa bang..😂😂",@bojan18,UCG6cJyjauDX1sJ37UikbfYA,0
"Mangkrak  mungkin belom, tp kagak beres2 iya....😅😅😅

Sampai hr ini.jg tak berguna, gak ada ASN yg kerja di Ikn",@avisadtm7666,UCtJLmqLItIQcHpIGQoQ1tnw,0
Saat bazer rejim di kirim buat jilattttt🤮🤮🤮🤮🤮🤮🤮🤮,@fauzanfauzan9301,UC_lcqx2tQh77PXKx-TpU7Cw,0
