Comment,Author,AuthorChannelId,LikeCount,Sentiment,Comment_Preprocessed
YAELAH TERNAKAN MULYONO,@kodrat4410,UCz1lBQqZBfs0tFO6Uog2IVA,0,netral,yaelah terna mulyono
"😂😂😂😂😂❤❤❤ini orang yg g suka indonesia maju jaya,,, hati"" sakit hati bikin jdi penghiyanat negara...",@WiroKlowor,UCZXKue9rMLTDOfhDtuVcLsA,0,positif,orang g suka indonesia maju jaya hati sakit hati bikin jdi penghiyanat negara
"apa yang pembangunan??apa yang maju?? kalau ngaku generasi itu paling bagus lihat data utang bukan penampilan,,,misal segala pelaksanaannya oleh siapa,,kalau pribumi hanya budak,mana bagusnya??atau pribumi dijadikan komisaris/direktur tapi yang punya asing,,,itu podo wae ngapusi,,,",@agussusilo1618,UCO8QnwXk9Ig54gI4TK_j9Xg,0,positif,pembangunanapa maju ngaku generasi bagus lihat data utang penampilanmisal laksana siapakalau pribumi budakmana bagusnyaatau pribumi jadi komisarisdirektur asingitu podo wae ngapusi
"IKN hrs dilanjutkan krn sdh mengeluarkan biaya besar.
Tapi anggaran IKN diblokir Menkeu. Gimana gaess? 
Apakah akan mangkrak atau lanjut? 
Skala prioritas Presiden Prabowo bkn IKN, jadi….IKN probabilitas akan mangkrak.",@VenustraPhobia-q9t,UCnI2EN0scs0eGh3iNBgn1gw,0,positif,ikn hrs lanjut krn sdh keluar biaya anggar ikn blokir menkeu gimana gaess mangkrak skala prioritas presiden prabowo bkn ikn jadiikn probabilitas mangkrak
"Orang tdk senang dg kemajuan indonesia dan tdk senang jakarta mengurangi beban yg berat mulai dr banjir, macet, polusi udara yg kotor dan IKN di bangun dg bertahap, coba bsk liat klo berhasil jd megah, orang akan meringis kesakitan karna kalah",@sritanjungrahayu9428,UClgtNopYYbBFSl5BJcSAKKA,0,positif,orang senang maju indonesia senang jakarta kurang beban berat dr banjir macet polusi udara kotor ikn bangun tahap coba bsk liat klo hasil jd megah orang mering sakit karna kalah
"Salam sejahtera. Para pekerja..pejuang, Ikn. Pahlawan.. baru...",@aguswidodo1169,UCpLeuav-F6HJVUiBkOV0b7Q,0,netral,salam sejahtera pekerjapejuang ikn pahlawan
"Bravo bang Andy sugar
Yg bilang mangkrak itu TDK lain pembenci ir BPK H jokowi.",@BpkKusni,UCxwMc50S940kuIP35zpkqIA,0,positif,bravo bang andy sugar bilang mangkrak benci ir bpk h jokowi
Rumah mentri clas bintang 5 tapi pengerjaanya kasar. 😂😂😂,@imasarys6512,UC_MDagedLiVc6PiWb7AjckA,0,positif,rumah tri clas bintang pengerjaanya kasar
"Bingung mau ngomong apa
Selengkapnya...........",@MssyahrifSyahrif-j6b,UCmr-wzK5CD4avNX8VBJee1Q,0,positif,bingung ngomong lengkap
"Istana negara garuda mmg di buat spt itu, jd di pilih besi yg hitam yg gk bs berubah dlm cuaca apapun, klo mlm hr bagus sekali dg lampu kelap kelip",@sritanjungrahayu9428,UClgtNopYYbBFSl5BJcSAKKA,0,negatif,istana negara garuda mmg spt jd pilih besi hitam gk bs ubah dlm cuaca apa klo mlm hr bagus lampu kelap kelip
"Trima kasih udah di ajak jln"" ke IKN , langsung aku subrek",@hanikumi-yw8ps,UCF3qsflS-VpVbS8r8PgYoMw,0,netral,trima kasih udah ajak jln ikn langsung subrek
"KONTEN TIDAK BERMUTU..
JAKARTA. YANG BERMUTU..",@sapenkalal2674,UCenqcC4KLiyzuPAtPByMOHw,0,positif,konten mutu jakarta mutu
"Bukan mangkrak bangunan nya om 
Gak nyape otak om nya mungkin 
Kalok bangunan nya mangkrak yah gak mungkin ntar angran nya gak ngalir lah gak ada dong pemasukan yg ko.. P
Om om sekolah dulu tamatin baru ngonten hahuha",@TiaApril-y4e,UCPzkNvXOml1Kfqq8JXCJEHw,0,positif,mangkrak bangun nya om nyape otak om nya kalok bangun nya mangkrak yah ntar angran nya ngalir pasu ko p om om sekolah tamatin ngonten hahuha
"Saya selalu dapet keberuntungan di ❤ 🆆🅴🆃🅾🅽88 ❤ , beneran! Gasabar liat lo juga ikutan rame di komunitas pemenang!",@Ahuangkingnen-v5f,UCOyE75k2Hu6m4AiZ8FUunNQ,0,negatif,dapet untung beneran gasabar liat lo ikut rame komunitas menang
"Widihhh😍. Main di 🤑 𝐖𝐄𝐓𝐎𝐍𝟖𝟖 🤑..Modal receh bisa JP pola nya bukan kaleng kaleng ini,mantap dan enak boy hayu gasken ah",@aikinscarter-e7y,UCQ1784IWD9RK6fNV68YuHJA,0,negatif,widihhh main  modal receh jp pola nya kaleng kaleng inimantap enak boy hayu gasken ah
Tak pernah mengecewakan sekali s1tu5 🤑 🆆🅴🆃🅾🅽88 🤑 ini.. sekali coba maen aja udah di kasih menang...,@AhussienIsles-f8t,UCSoecoIMK_MXyEtwClsp4Pw,0,negatif,kecewa stu coba maen aja udah kasih menang
"Sudah pasti Gacor Kalau main di 🤑 𝐖𝐄𝐓𝐎𝐍𝟖𝟖 🤑 bang, deposit perdana langsung dikasih perxalian x500 konek di awal ga sampe 30 menitan main",@AhowellSakigami-y1v,UCJUJ4E_3sD9L_79eVlo0xhw,0,negatif,gacor main  bang deposit perdana langsung kasih perxalian x konek sampe menit main
"Bro berlipat modal gua sekalinya play ❤ 🆆🅴🆃🅾🅽88 ❤ max bro, pantesan pada putar di ❤ 🆆🅴🆃🅾🅽88 ❤ emang idnya mudahin jepe brader.",@AIRESlopez-h3p,UC2F7pXr2iW0TmJg0dH3D43Q,0,negatif,bro lipat modal gua sekali play max bro pantesan putar emang idnya mudahin jepe brader
"Gila Lo...mana. Yang. Kerja. Bangunan...
Konten. Tidak. Bermutu..",@sapenkalal2674,UCenqcC4KLiyzuPAtPByMOHw,0,positif,gila lomana kerja bangun konten mutu
"Vlog nya buzzeer rp, mana yg katanya ada operasional, kota hantu, sudah tidak ada lagi investor, pembangunannya kan udah berhenti dari 10 bulan lalu kantor kementerian PUPR masih belum jadi juga",@ladyfirst6242,UCJnd36GpqUiXliHdU9x731Q,0,positif,vlog nya buzzeer rp operasional kota hantu investor bangun udah henti kantor menteri pupr
"Yang bilang mangkrak itu Gerombolan Sakit Hati...😂😂😂
Kok masih benci terus sama pemerintah??
Kalo loe gak setuju bungkus kopor dan barang2 pindah ke laut hindia gabung sama nyi roro kidul...😂😂
Generasi sampah, generasi malas, pajak motor aja gak bayarrr. Protesss meluluuu.
Pemerintah dan negara harus Jalan terusss...",@Opanisur,UCGl3tmafwVJGivxooeXXfYQ,0,positif,bilang mangkrak gerombol sakit hati benci perintah kalo loe tuju bungkus kopor barang pindah laut hindia gabung nyi roro kidul generasi sampah generasi malas pajak motor aja bayarrr protesss meluluuu perintah negara jalan terusss
Pusing kameranya muter muter kk,@gofamiliar,UCeyw8-ec6XfOlxl8l8ic9lQ,0,positif,pusing kamera muter muter kk
"Kereeeeeeeennnn abis gaeeesss...pak Jokowi memang the best,best,best❤❤❤❤❤aku wonge pak Jokowi",@Nanik07,UCcbwCjiRuV7Oe90kqq2oSBg,0,negatif,kereeeeeeeennnn abis gaeeessspak jokowi the bestbestbestaku wonge jokowi
Serius tanya? Jangan makan kecap manis? Maksudnya apa ya? 🙏🏻,@setiawanchaneltv2100,UCZXCZSjwHbVLimP-A2y5YrQ,0,positif,serius makan kecap manis maksud ya
IKN hanya proyek kemuliaan Jokowi,@maisyepaat,UCB9CRWvxJFQntzxEnu-16Fg,0,positif,ikn proyek mulia jokowi
"Orang hidup karena ada jiwa, kota hidup kalau ada masyarakat yg berdomisili. 

Sudah berapa banyak warga yg tinggal di IKN?",@maisyepaat,UCB9CRWvxJFQntzxEnu-16Fg,0,positif,orang hidup jiwa kota hidup masyarakat domisili warga tinggal ikn
"Hmm ,",@ronnybudianto3261,UCKKgfiOh2KylwoAlCUII9rw,0,positif,hmm
"Saya sudah sampai titik nol, apakah di titik nol sudah ada pembangunannya (maksudnya  gedung²), karena 16 juni 2023 saya di sana masih hutan",@nueltakene770,UCaEvuEN6sYTZ2c60pIQr7tA,0,positif,titik nol titik nol bangun maksud gedung juni hutan
Utanggggg,@RifaiRifai-tf4pz,UCmmXEv7zJeGEKOx1Kvujb4g,0,negatif,utanggggg
Anggaran cuma cukup buat makan siang 😀😀😀😀,@bugisbone9990,UCBkAgenJHCEZeZjgBcIfBRQ,0,positif,anggar makan siang
"IKN hasil kerja nyata pemerintahan pk jokowi..banyak pesat malahan waktu presiden kita pk jokowi ..
PRESIDEN TERBAIK YG MENCERDASKAN RAKYATNYA.STIAP ADA KMAJUAN TEKNOLOGI SELALU BERAMBISI MEMBUATNYA.. presiden yg berfikir jauh kedepan..
Semoga sehat sehat terus pk jokowi..",@anakrantao7563,UCWETyKMk5ujeddormIhv6KA,0,negatif,ikn hasil kerja nyata perintah pk jokowibanyak pesat presiden pk jokowi presiden baik cerdas rakyatnyastiap kmajuan teknologi ambisi buat presiden berfikir depan moga sehat sehat pk jokowi
Garuda sekarang menundukan kepala,@duniahobi390,UC2YZ5IduTKhjHzfYvSK8tSQ,0,positif,garuda tunduk kepala
Bahasa lu sok jawa bener,@JEKSINDER,UCkhvfwXOsu8ZIN5sAPt0hKg,0,positif,bahasa lu sok jawa bener
Nasib vendor yg ngerjai gmn kelanjutan pembayaran nya,@adifreeuse1803,UCiM4zG8GM4NEcJauTQsKMWQ,0,netral,nasib vendor ngerjai gmn lanjut bayar nya
Tp dana nya diblokir kata Mentri pu,@oesmanzakchanel3882,UCmZPO2tWJYMvzbQlPUEm8rw,0,netral,tp dana nya blokir tri pu
"makasih bang udah bawa aku jln"" ke ikn walaupun lwt hp😂😂😂",@kunaenahenah2265,UCIkqCCDmaoUuZWXu07B5A_A,0,negatif,makasih bang udah bawa jln ikn lwt hp
"Yg bilang mangkrak kan hanya para gerombolan Rocky Gerung cs, gerombolannya banyak omong kosong yg menghasut",@AliMahmud,UC0qDjFekDbJkVUrMZviGvPQ,0,positif,bilang mangkrak gerombol rocky gerung cs gerombol omong kosong hasut
"Yg selalu koar2 katanya, i k n, mangkrak, itu org yg koplak, yo sekali2 seperti conto amin rais itulo supaya paham ,jadi tdk ngoceh sembarangan.",@soegiyono5940,UClgivCWVRybXSaitkN7ZJLQ,0,positif,koar i k n mangkrak org koplak yo conto amin rais itulo paham ngoceh sembarang
Candi indonesia terbesar dari candi hambalang cuakkksss,@SitiKasminah-f8m,UC-N5FbLUyCgGcl3HxiVuljg,0,negatif,candi indonesia besar candi hambalang cuakkksss
"Bnr mulut nya si gorong2 embeeer  org sdh di blg tdk mangkrak lg di kerjain  tp si gorong2 sk fitnah spy nm jokowi di benci org
..jangn percaya sm si gorong2  tangkaaap sj penjarakan   g laku sm cewek2 mk nya g kawin2.",@cikudalaila1376,UC8rR-LeelH8U-gyw-vJWULw,0,positif,bnr mulut nya si gorong embeeer org sdh blg mangkrak lg kerjain tp si gorong sk fitnah spy nm jokowi benci org jangn percaya sm si gorong tangkaaap sj penjara g laku sm cewek mk nya g kawin
"Iya sekarang msih ada yang bekerja .. loh loh dana nya udah di blokir selanjut nya mau bayar pake apa yang kerja, sampean yang bayar yo mas",@SitiKasminah-f8m,UC-N5FbLUyCgGcl3HxiVuljg,0,positif,iya msih loh loh dana nya udah blokir lanjut nya bayar pake kerja sampean bayar yo mas
"mohon pencerahan bang,, akhir2 berita tentang pemblokiran semua anggaran IKN itu apakah jg hoax?",@bay1315,UCSaBGaYrV0r1Y9LwKG_iXnQ,0,positif,mohon cerah bang berita blokir anggar ikn jg hoax
"Oppo seng kok bnggakne ko ikn ,,chuk,,,,9 naga seng brkuasa,,rkyt hny JD pnonton,,,,trusss smbil mnanggung hutang negara lbih dr 8rbT LBH,,Pjak smakin melangit ...gass langka laut di pagar...uank laut ny di buat istana naga",@IsMini-m2s,UCav7LEXnjq2IE4y249CKumg,0,negatif,oppo seng bnggakne ko ikn chuk naga seng brkuasarkyt hny jd pnontontrusss smbil mnanggung hutang negara lbih dr rbt lbhpjak smakin langit gass langka laut pagaruank laut ny istana naga
"Ygbilang IKN mangkrak itu orang-orang frustasi,atau SDMnya.....apa mereka sudah ke sana.",@dadankoswara8940,UCreOHUXQdyuQvJEtf-GBWrw,0,positif,ygbilang ikn mangkrak orangorang frustasiatau sdmnyaapa
IKN pasti Hancur karena Bohongi Rakyat.,@saifuddinahmad6807,UCWuM-QUVyRgWvXz0MKVqdrA,0,positif,ikn hancur bohong rakyat
IKN itu proyek Mimpi yah.,@saifuddinahmad6807,UCWuM-QUVyRgWvXz0MKVqdrA,0,positif,ikn proyek mimpi yah
"Trimakasih atas liputanya sekarang baru nyata tadinya banyak konten yang menyesatkan IKN bahkan sampai sampai menyinggung presiden Jokowi, sekali lagi trimakasih buat pak jokowi",@benarisitorus8725,UCuMbKUqjT9YlTcROikTt8_Q,0,negatif,trimakasih liputanya nyata konten sesat ikn singgung presiden jokowi trimakasih jokowi
Seneng banget klau ada anak muda yg realistis ❤❤❤,@oniqernawatidk1136,UCWj3zXGKt-_45NLHpsMfpKA,0,negatif,neng banget klau anak muda realistis
"yg bilang mangkrak itu barisan sakit hati, justru wah,.😊👍🌲🏠✊",@zoharizo5482,UCFIkqzjRhELZ5gOA1NQPvzw,0,positif,bilang mangkrak baris sakit hati
Dananya aja di blokir ko 😂😂😂,@Motovloger.903,UCYk92heEBb0gaXIuE_W_SpA,0,positif,dana aja blokir ko
Mimpiiii😂😂😂,@Motovloger.903,UCYk92heEBb0gaXIuE_W_SpA,0,positif,mimpiiii
Yg bilang IKN itu mangkrak adalah anak Abah Sengkuni..yg sampai Dedik ini sakit hati sebab selalu kalah dlm kompetisi politik di negri ini...yg sabar yaa Woong .😊,@mules-se6nd,UC2myvfc1WfPIL1ImAlfC3kA,0,positif,bilang ikn mangkrak anak abah sengkuniyg dedik sakit hati kalah dlm kompetisi politik negri iniyg sabar yaa woong
Emang cepet pak Jokowi menampik gosip2 negatif. Hebat2,@danielharyanto6713,UCFWr7-SSFrZEge8w-Gd6bVw,0,negatif,emang cepet jokowi tampik gosip negatif hebat
Kenapa ya GK modar2 penyebar hoax,@rudranesya5893,UCbkAYtwd_iv8qPY7v0G5f-w,0,positif,ya gk modar sebar hoax
Langit nya indah bngt ...IKN ❤❤❤,@HjElyati,UCySuhEUeltFCJgkXGptkPog,0,negatif,langit nya indah bngt ikn
"𝙔𝙜 𝙗𝙞𝙡𝙖𝙣𝙜 𝙢𝙖𝙣𝙜𝙠𝙧𝙖𝙠 𝙤𝙧𝙖𝙣𝙜2 𝙜𝙖𝙠 𝙥𝙪𝙣𝙮𝙖 𝙤𝙩𝙖𝙠,𝙧𝙤𝙢𝙗𝙤𝙣𝙜𝙖𝙣 𝙖𝙣𝙟𝙞𝙣𝙜2 𝙩𝙤𝙡𝙤𝙡",@pejuangrupiah1850,UCz4K-xJnRiWMVo9Z8ALS1qg,0,negatif,        
Londo ireng,@Tole-asikaje,UC9D-QYQGAK5aZkk-yiVkirg,0,negatif,londo ireng
Tidak ada laut ya mas...ya ialah...hutan habis di babat😂...orang Kalimantan sekarang ke banjir terus...😢 ....di balik ke megahan ada penderitaan rakyat...ini konten pesanan...ya mas,@Rajjabarruchanel,UCFhd7WlHD4tn6BSalZ2bQ5A,0,positif,laut ya masya ialahhutan habis babatorang kalimantan banjir megah derita rakyatini konten sana mas
Ikn sarang megakorupsi,@ronikurniawan4889,UCpApDWzAQ7xxjYUHkyrf_NQ,1,positif,ikn sarang megakorupsi
Kereenn smga Indonesia semakin maju dan semakin makmur rakyat nya,@enarsunarsih7236,UCS4UINAFLIAvMV3aUSw08KQ,0,negatif,kereenn smga indonesia maju makmur rakyat nya
Jgn diexpo semua mas.nnt ternak Anis panas,@BpkSugiono-o8m,UC71xRbtD1L5jH8uI1dqTumA,0,positif,jgn diexpo masnnt ternak anis panas
"Anak saya lulus CPNS kementrian sosial awal tahun ini, kabarnya semua cpns akan didinaskan di IKN... semoga dilancarkan semuanya ❤",@FaridhaDedeh,UC03CqIivOS5pV67Bp5EBSWg,93,netral,anak lulus cpns tri sosial kabar cpns dinas ikn moga lancar
"mangkrak itu ada 2 bagian
1 ,bangunan selsai tapi tak berpungsi ataw terbengkakai
tidak bisa menghasilkan apa yg di harapkan
2,bangunan tidak selsai karna kurang dana 
,,,sekarang baru tahapan pembangunan belum taw ahirnya berguna tidak nya",@murninyapancasila,UC1ZarYj2-7no8CZ8lgFdWvg,0,positif,mangkrak bangun selsai pungsi ataw terbengkakai hasil harap bangun selsai karna dana tahap bangun taw ahirnya guna nya
"proyek mercusuar tapi yang bayar hutangnya rakyat,bukanya mensejahterakan malah menyusahkan & menyengsarakan rakyat.",@indocellbatulicin177,UCnNhApE9Xxi84-1r8XlmRYg,0,positif,proyek mercusuar bayar hutang rakyatbukanya sejahtera susah sengsara rakyat
"matap, gaspol terus👍👍👍",@TEKSSSASS,UCnJimxOHVV0LacHQGhIW3Bg,0,negatif,matap gaspol
"Itu yg modalin bapak saya mas, saya juga ikut modalin
"" Saya dan bapak Rakyat biasa yg tertib bayar pajak "" 😂",@paparocknrooll,UCpUhx3cCWmz_pRoWe2NZfAA,0,positif,modalin mas modalin rakyat tertib bayar pajak
golek opo to cak... ojo kakean kecap,@tanto77,UCkdST_9fD_ByfshqfegX05g,0,netral,golek opo to cak ojo kakean kecap
"PENJILAT,  ADA YANG KERJA TAPI TIDAK SEBANYAK DULU LAGI PEKERJANYA.",@operatorglugur,UCGAXeusXBp-cpZRJQieFhAw,0,positif,jilat kerja kerja
Saya jg ke IKN bln agustus 2024 dan mmg bagus bgt walaupun blm selesai pembangunan..sdh masuk istana krn mau upacara 17 an...sdh masuk ke memorial park jg..kl malam serasa bukan di indonesia...bagus bgt walaupun cuma 10 hari disana tp sangat membekas...selamat yg nnti akan tinggal disana..mantap pemandangannya,@akbarwijaya9338,UC1udLtl_LFSQlLNC6C-8bkw,0,negatif,jg ikn bln agustus mmg bagus bgt blm selesai pembangunansdh masuk istana krn upacara ansdh masuk memorial park jgkl malam serasa indonesiabagus bgt sana tp membekasselamat nnti tinggal disanamantap pandang
Ternak mulyono😂😂😂sakno golek mangan nemen lek,@mochtarfariz5811,UCcsSAKZZB44YM0G7tezKJSQ,0,positif,ternak mulyonosakno golek mangan nemen lek
Mantaap,@Sultoni011,UCYwwwXSYeZdNv89o9VHP1ag,0,negatif,mantaap
"Kalau tdk mangkrak tempati aj bos,,,",@lalusuharto2683,UCsttCgDoJQp40UaXYqO8yHw,0,netral,mangkrak tempat aj bos
Lanjutkan...demi kemajuan bangsa. IKN tetap maju terus,@mutohirtohir9326,UCuXjPnpcZA3WJJt8ygqYAxg,0,negatif,lanjutkandemi maju bangsa ikn maju
bh Amin di ajak ke IKN biar melek matanya,@Suyanto-z1f,UC39XKZlRPbL8g_7RMFWy22Q,0,netral,bh amin ajak ikn biar melek mata
Eman2 uang di buang ke sana.gk ada manfaatnya bagi rakyat,@saktiaz8466,UCSROn_K9zNXKZuiHxXPb6vQ,0,positif,eman uang buang sanagk manfaat rakyat
Klo bangunannya GK mangkrak karna uang rakyat yg ploroti ke sana.tp mslhnya siapa yg mau nempati selain jin dan hantu,@saktiaz8466,UCSROn_K9zNXKZuiHxXPb6vQ,0,positif,klo bangun gk mangkrak karna uang rakyat ploroti sanatp mslhnya nempati jin hantu
"Bukan pejabat"" negara tapi pejabat"" korup,,,,",@khanziachanel786,UCjFSO6eCUTEM8Bf0AM_XgAg,0,positif,jabat negara jabat korup
"Bakal seperti hambalang mangkrak ,  mending buat bikin kapal induk",@Maha33126,UCKAOX-cc1rMELRlCgFQBvsA,0,positif,hambalang mangkrak mending bikin kapal induk
"Sdh mendekati mangkrak, itu dana sisa  yg mau dihabiskan,,dikelilingi pegunungan tp bandara tertimbun lumpur",@NaharuddinNahar-k8h,UCHG1lPhYZxWisKutpwmivAQ,0,positif,sdh dekat mangkrak dana sisa dihabiskandikelilingi gunung tp bandara timbun lumpur
"Nggak usah berlebihan lah.
Lalu gmn kerusakan sistem pemerintahan. Buzzer ya mbuzzer, biasa wae",@iman64man27,UCFPRa4FC1IjebbGVRi5jsdw,0,positif,nggak gmn rusa sistem perintah buzzer ya mbuzzer wae
Kalau mangkrak tlg sportif berita kan lagi ya bong😂😂😂,@Ramadhan-mv9mc,UCKMATR_EV5OQwMAjZi1ClVg,0,positif,mangkrak tlg sportif berita ya bong
Wajar kalau kamukan punya saham di situ mas pasti jadi kebanggaan awamu mas neaku wong cilik piye are rono selamat seneng2 mas,@DendiMustofa-s6s,UCa4v-Di3b-eco5qX7V4cpug,0,negatif,wajar kamu saham situ mas bangga awa mas neaku cilik piye are rono selamat neng mas
Amin risis ga di jak ke ikn om wkwk,@BonetBonet-zw7op,UC8lO3oqd_sUmt3ZPa2Qc6jw,0,netral,amin risis jak ikn om wkwk
"Yg jadi masalah apakah Rakyat bole masuk ke lokasi pemerintahan itu? Kalau ga boleh fiks Base Koruptor 😂

Trs itu gedung dibuat jauh dari jalan sama aja ga kedengaran kalau demo 😂",@7vlusic,UC27_MkiGVEu41bUhrTUg-Ig,0,positif,rakyat bole masuk lokasi perintah fiks base koruptor trs gedung jalan aja dengar demo
Buzzer..,@Afz_Michael7781,UC9XXP0S2HSC26VLpPuWPNdQ,0,positif,buzzer
Hentikan IKN,@Surachmad2110,UCs6PxdfHLVO5xtrF8sc4qsw,0,positif,henti ikn
"Kasihan...kaum sakit hati... 
*minta IKN jadi dalam Semalam.. Bim Salabim..?!
Bangun 1 rumah aja bisa berbulan2..! 
Dana habis bisa molor juga..!!",@Jakak_Anale-Sao,UCN4sd327qmNntW1FtXZHHcA,0,positif,kasihankaum sakit hati ikn malam bim salabim bangun rumah aja bulan dana habis molor
"Mulyono tak perlu koar"" Mengaku dirinya bagus , 
Beliau cukup diam dan fokus berkerja dgn pemikiran nya 😊
Yg membenci biarlah mereka hanya punya hati yg sdh busuk , selamat menikmati masa"" Pensiunmu pak Mulyono bapak tergolong president yg bagus dalam pembangunan ❤",@samrizal,UCUHR38hIOgN1o4xNfwWu8Yw,0,negatif,mulyono koar aku bagus beliau diam fokus kerja dgn pikir nya benci biar hati sdh busuk selamat nikmat pensiun mulyono golong president bagus bangun
Ternak Mulyono nih,@shasachanel2933,UC3CvzxByT2XE6S5k-nTqGDw,0,positif,ternak mulyono nih
"Makasih lho, Mas Andy pencerahannya.",@santiedestiari2981,UChlmYA2H5yMjsOQdmrpH-gA,0,negatif,makasih lho mas andy cerah
Saya bangga punya ibu kota negara hasil dr usaha bangsa sendiri bukan sisa dr penjajah.,@santiedestiari2981,UChlmYA2H5yMjsOQdmrpH-gA,0,negatif,bangga kota negara hasil dr usaha bangsa sisa dr jajah
Ya masak dah abis  90 Trillion mangkrak.,@cuansaham2532,UCclzkFi3JF56-1g0o1vkhYg,0,positif,ya masak dah abis trillion mangkrak
Buzzer masih bertahan,@121-r4e,UCnq2LSWNlcLBAo02h3wo1oQ,0,positif,buzzer tahan
79 cm itu bang ngak sampai satu meter.. 😂😂,@uraynurjani2861,UCCneYRqhChFCCGaJg6WVPiA,0,positif,cm bang ngak meter
Gerung cs di bawa ke RSJ atau  lembaga pemasyarakatan segera sudah darurat,@sobatgemer9618,UCZUjnMg_luLdCpooatKZLkg,0,netral,gerung cs bawa rsj lembaga masyarakat darurat
Yang buat konten jongos mulyono yg tiap bln mengantri bansos😮,@agusbudy9642,UCWZJI0Mbix_51dZNh3QIqCw,0,netral,konten jongos mulyono bln antri bansos
Mantap pak ekooo... ❤,@sunangiri8097,UCELjUkiLYQ8o1pWFaxTpG6w,0,negatif,mantap ekooo
"Ternak Mulyono Dongo! Buat apa IKN dibikin nyet? Ngabisin duit utang, cuma buat ngantor PNS.",@JokowiNajis,UCPPcSkldwAHAbz8VN60FEfg,0,positif,ternak mulyono dongo ikn bikin nyet ngabisin duit utang ngantor pns
"Sumpah pusing gue nontonnya,,,,sekedar saran, cameranya jngn terlalu cepat gerakinnya, sumpah puyeng",@idchannel175,UCyh45XZ0Z7hxhsaldKT1UzQ,0,positif,sumpah pusing gue nontonnyasekedar saran cameranya jngn cepat gerakinnya sumpah puyeng
Hanya MULUTNYA yg SOBEK BELAKANG bicara kagak benar ....,@wirosableng6851,UC2ZgEuASbrjPGuYYSW57Zfw,0,positif,mulut sobek bicara kagak
Percuma aguan poles IKN tapi jualan ribuan km lautan banten pindah tangan ke sipit semua,@MarsanaSuni,UCGUr_Q4odRemE1ydE_9UfUw,0,positif,aguan poles ikn jual ribu km laut banten pindah tangan sipit
😂😂😂😂sudah total stop dana dari prabowo...😂😂😂 mangkrak terbukti 🎉🎉🎉🎉🎉,@Zack11Zack11-vf9sw,UCZNUswTd99anhlI1rAMm_Xg,0,positif,total stop dana prabowo mangkrak bukti
"Yg namanya mangkrak ""bangunan tdk jdi tpi uangnya habis...goblok banget kmu 😂😂😂",@ApikHakim-m8x,UCZ5WnakpcA9QRg4WLPIEeNQ,0,positif,nama mangkrak bangun jdi tpi uang habisgoblok banget kmu
Ngakak gw😅😅,@mr.donqel7770,UCoY7FYLzaelFhuESunsqiTw,0,positif,ngakak gw
Anak wabah sama teleknya kebo pada kepanasan 😂😂😂😂,@unicornwarnameleleh6790,UC1_4DLYr0q3MQlfks1OyJ3w,0,positif,anak wabah teleknya kebo panas
Mirip meikarta cikarang,@anisuryani3331,UC-CBmssmLSUYZEpgFQu-d-Q,0,netral,meikarta cikarang
"Konten ini gays, memang sepi gitu hotel nya aja cuma dia yg nginap 😂",@SupandiPandi-s1z,UC6VXOaB3lDaKWyIoygKyUfA,0,positif,konten gays sepi gitu hotel nya aja nginap
mas tapuk.en menungso seng ngentahi terus 🙏,@aufaalfarikhi8991,UCXsmsuzmIDAEmHyBveyPDPQ,0,positif,mas tapuken menungso seng ngentahi
Ibukota  9naga😂 gak Mnkin mangkarak,@masrimasroh8036,UC1sz1nhLADuco0b_74QeG3g,0,positif,ibukota naga mnkin mangkarak
"Buktinya ASN mau pindah dari Juli, September 2024 satu pun belum ada yang pindah.",@MarsanaSuni,UCGUr_Q4odRemE1ydE_9UfUw,0,netral,bukti asn pindah juli september pindah
"Bangkal mangkrak, anggaran di stop",@syaf2104,UC_YFSy759TeyeaTYtLT-vhQ,0,positif,bangkal mangkrak anggar stop
"Siapa bilang makrak Masi ada pembangunan kok, aku Lo sudah ke sana, salam mas aku wong ngalam",@idaida8188,UCUN2PMmy34RHyMO0ymxoScw,0,positif,bilang makrak mas bangun lo salam mas ngalam
Ini proyek hutang jasa  presiden JKW dgn 9 naga .. skrg bakal jadi rumah hantu ....buang duit disaat rakyat makan aja susah....bangunan cakep penghuni dedemit... ASN lebih baik pensiun daripada di pindahkan ke Kalimantan 😂😂😂,@adhiputra929,UCOB8el0EbX-upH-YQQa7LuQ,0,positif,proyek hutang jasa presiden jkw dgn naga skrg rumah hantu buang duit saat rakyat makan aja susahbangunan cakep huni dedemit asn pensiun pindah kalimantan
Kowe dibayar piro ngoyo,@BudiSantoso-d2x,UClwjS5zQI7dh9VheRqe8a7g,0,positif,kowe bayar piro ngoyo
"Alhamdulillah pembangunan semakin maju...saat ini masih bisa dikunjungi untuk umum dengan S&K,kami sebagai warga penajam Paser Utara berdoa semoga semakin maju... sukses",@tomotius2784,UCUvfJU85XNzryzA32cNWLng,75,negatif,alhamdulillah bangun majusaat kunjung skkami warga najam paser utara doa moga maju sukses
Tuh lu liat ROKI GORONG2 jgn cuma bisa bacot selalu menghina mencaci presiden n pemerintah,@jaycow5876,UCWAcH3L0umipzH0qRFJszBg,0,positif,tuh lu liat roki gorong jgn bacot hina caci presiden n perintah
